contig,len,hit_count,have_result,best_hit_def,best_hit_accession,best_hit_bitscore,best_hit_length,best_hit_pident,is_contam
k141_36661,845,50.0,99.5266272189349,"Salmonella enterica subsp. enterica serovar Anatum strain 2089b chromosome, complete genome",CP118633,1388.08,769.0,100.0,False
k141_36664,354,48.0,99.7175141242938,"Mycobacterium intracellulare subsp. chimaera strain FLAC0070 plasmid pFLAC0070_1, complete sequence",CP023152,139.244,229.0,73.36244541484716,False
k141_107072,316,50.0,81.0126582278481,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,438.603,255.0,98.03921568627452,True
k141_6383,694,50.0,100.0,"Moraxella osloensis DNA, complete genome, strain: KMC41",AP017381,1025.6,633.0,95.73459715639812,True
k141_36670,486,50.0,100.0,"Mycobacterium avium subsp. hominissuis strain OCU889s_P11_4s chromosome, complete genome",CP018019,527.87,292.0,100.0,False
k141_107077,619,50.0,83.68336025848143,"Sporomusa termitida strain DSM 4440 chromosome, complete genome",CP036259,338.516,504.0,75.0,False
k141_36677,581,47.0,100.0,"Mycolicibacterium poriferae JCM 12603 plasmid pJCM12603 DNA, complete genome",AP022571,427.783,509.0,78.58546168958743,False
k141_107084,679,50.0,91.60530191458028,"Microbacterium foliorum strain M2 chromosome, complete genome",CP041040,1122.98,622.0,100.0,True
k141_6391,644,50.0,88.19875776397515,"Moraxella osloensis DNA, complete genome, strain: KMC41",AP017381,989.532,568.0,98.59154929577464,True
k141_66253,4135,49.0,100.0,"Mycobacterium tuberculosis strain FDAARGOS_750 chromosome, complete genome",CP046309,6994.75,3878.0,100.0,False
k141_36684,570,49.0,100.0,"Mycobacterium intracellulare subsp. chimaera strain AUSMDU00007395 chromosome, complete genome",CP045963,879.527,497.0,99.19517102615694,False
k141_36685,428,49.0,98.59813084112147,"Moraxella osloensis DNA, complete genome, strain: KMC41",AP017381,627.957,350.0,99.71428571428572,True
k141_36687,317,48.0,73.81703470031546,"Mycobacterium sp. IDR2000157661 chromosome, complete genome",CP081006,115.8,133.0,79.69924812030075,False
k141_117532,796,50.0,94.9748743718593,Pseudomonas oryzihabitans strain MS8 genome,CP022198,1238.4,756.0,96.29629629629628,True
k141_36692,484,50.0,65.49586776859505,"Moraxellaceae bacterium ARSSAG-00002335 DNA, putative prophage region, clone: 00002335_pp1",LC663098,140.146,77.0,100.0,True
k141_16178,405,50.0,86.66666666666667,"Arthrobacter sp. NEB 688 chromosome, complete genome",CP053707,334.91,349.0,81.6618911174785,False
k141_36696,445,50.0,100.0,"Corynebacterium amycolatum strain BER245 chromosome, complete genome",CP102778,661.319,371.0,99.46091644204851,True
k141_107093,544,49.0,100.0,"Moraxella osloensis strain KSH chromosome, complete genome",CP024180,786.653,477.0,96.85534591194968,True
k141_107094,1116,49.0,94.89247311827955,"Microbacterium foliorum strain M2 chromosome, complete genome",CP041040,1618.01,1065.0,93.89671361502349,True
k141_107100,957,49.0,94.35736677115987,"Staphylococcus pasteuri strain JS7 chromosome, complete genome",CP017463,1629.73,903.0,100.0,True
k141_36704,735,50.0,89.79591836734694,"Moraxella osloensis DNA, complete genome, strain: KMC41",AP017381,1162.66,659.0,99.08952959028832,True
k141_36707,442,50.0,97.73755656108597,"Corynebacterium minutissimum strain FDAARGOS_1196 chromosome, complete genome",CP069533,511.64,357.0,91.87675070028013,True
k141_36712,1502,50.0,97.13715046604528,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,2556.66,1457.0,98.9018531228552,True
k141_46519,595,50.0,53.78151260504202,"Arthrobacter sp. NEB 688 chromosome, complete genome",CP053707,161.786,119.0,89.91596638655462,False
k141_36715,464,50.0,68.96551724137932,Ralstonia pickettii strain FDAARGOS_1535 chromosome 2,CP084360,560.331,320.0,98.75,True
k141_66275,7145,49.0,99.91602519244226,"Mycobacterium tuberculosis variant microti strain Mycobacterium microti 94-2272 genome assembly, chromosome: Mmic942272",LR882500,12625.8,7003.0,99.98572040554048,False
k141_97207,514,50.0,69.26070038910505,"Microbacterium foliorum strain M2 chromosome, complete genome",CP041040,575.659,356.0,95.78651685393258,True
k141_107110,942,50.0,99.89384288747344,"Serinicoccus chungangensis strain CCUG 59777 chromosome, complete genome",CP040887,780.342,867.0,80.3921568627451,False
k141_46522,1054,50.0,94.49715370018976,"Moraxella osloensis strain MOXF1 chromosome, complete genome",CP040257,1741.54,997.0,98.79638916750253,True
k141_107113,324,50.0,100.0,"Gephyromycinifex aptenodytis strain NJES-13 chromosome, complete genome",CP051155,232.118,263.0,79.46768060836501,False
k141_16216,2341,49.0,84.83554036736437,"Sporomusa termitida strain DSM 4440 chromosome, complete genome",CP036259,635.17,1876.0,68.23027718550107,False
k141_76817,2523,50.0,95.87792310741182,"Bacillus megaterium DSM319, complete genome",CP001982,4151.74,2419.0,98.05704836709384,True
k141_16221,332,50.0,90.06024096385542,"Olsenella uli DSM 7084, complete genome",CP002106,526.067,296.0,99.32432432432432,False
k141_76820,1618,50.0,89.30778739184179,"Methylomusa anaerophila DNA, complete genome",AP018449,517.05,799.0,74.46808510638297,False
k141_6398,590,50.0,98.47457627118644,"Moraxella osloensis strain KSH chromosome, complete genome",CP024180,849.771,503.0,97.4155069582505,True
k141_36716,11202,0.0,0.0,,,,,,False
k141_87837,9860,50.0,99.7261663286004,"Mycobacterium intracellulare subsp. intracellulare strain FDAARGOS_1610 chromosome, complete genome",CP089222,17733.8,9833.0,100.0,False
k141_6404,394,50.0,92.38578680203044,"Moraxella osloensis DNA, complete genome, strain: KMC41",AP017381,480.081,288.0,96.875,True
k141_36721,536,50.0,86.00746268656717,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,828.131,461.0,99.78308026030368,True
k141_46540,739,50.0,94.31664411366712,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,1141.02,697.0,96.26972740315638,True
k141_107139,390,50.0,84.61538461538461,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,577.463,327.0,99.08256880733946,True
k141_36739,1684,50.0,95.54631828978624,"Microbacterium oxydans strain VIU2A chromosome, complete genome",CP031338,2790.2,1609.0,98.44623990055936,True
k141_36740,371,50.0,98.38274932614556,"Mycobacterium sinense strain JDM601, complete genome",CP002329,593.693,331.0,99.69788519637464,False
k141_36747,381,50.0,86.08923884514435,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,579.266,328.0,99.08536585365852,True
k141_76854,331,50.0,87.31117824773413,"Homo sapiens BAC clone RP11-214J9 from 2, complete sequence",AC011742,517.951,289.0,99.65397923875432,False
k141_6426,1445,50.0,94.74048442906576,"Moraxella osloensis strain MOXF1 chromosome, complete genome",CP040257,2465.59,1369.0,99.92695398100804,True
k141_46572,370,50.0,93.24324324324324,"MAG: Austwickia sp. isolate Fred_18-Q3-R57-64_BATAC.85v2 chromosome, complete genome",CP064985,230.314,325.0,76.0,False
k141_36752,710,50.0,89.5774647887324,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,1089.62,636.0,97.95597484276728,True
k141_6430,379,50.0,100.0,"Microbacterium foliorum strain M2 chromosome, complete genome",CP041040,545.002,304.0,99.67105263157896,True
k141_76859,1365,50.0,82.85714285714286,Bacterium BFN5 strain BFN5 chromosome,CP053389,460.244,961.0,70.75962539021852,False
k141_36766,883,49.0,100.0,"Microbacterium foliorum strain M2 chromosome, complete genome",CP041040,1426.85,808.0,99.13366336633663,True
k141_6440,734,50.0,81.19891008174388,"Moraxella osloensis strain MOXF1 chromosome, complete genome",CP040257,1050.85,594.0,99.32659932659932,True
k141_117604,835,50.0,92.5748502994012,"Moraxella osloensis strain FDAARGOS_1130 chromosome, complete genome",CP068109,1292.5,785.0,96.30573248407644,True
k141_6443,498,50.0,100.0,Ralstonia pickettii strain FDAARGOS_1535 chromosome 2,CP084360,691.977,383.0,100.0,True
k141_76864,1080,49.0,96.20370370370372,"Cutibacterium acnes SZ2 DNA, complete genome",AP022845,1874.99,1039.0,100.0,False
k141_6445,2349,50.0,96.72200936568753,"Microbacterium oxydans strain VIU2A chromosome, complete genome",CP031338,4074.19,2271.0,99.77983267283136,True
k141_36776,591,50.0,87.30964467005076,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,895.757,516.0,98.44961240310076,True
k141_36781,363,50.0,79.88980716253444,"Moraxella osloensis strain FLMOS1 chromosome, complete genome",CP083409,287.12,166.0,98.19277108433737,True
k141_6452,762,49.0,81.49606299212599,"Cutibacterium acnes SZ2 DNA, complete genome",AP022845,1115.77,618.0,100.0,False
k141_36787,348,49.0,91.0919540229885,"Moraxella osloensis strain CCUG 350 chromosome, complete genome",CP014234,497.213,275.0,100.0,True
k141_6457,407,49.0,85.012285012285,Homo sapiens 3 BAC RP11-558M24 (Roswell Park Cancer Institute Human BAC Library) complete sequence,AC078855,578.364,335.0,98.2089552238806,False
k141_6465,512,49.0,87.109375,Eukaryotic synthetic construct chromosome 14 >gi|1549096114|gb|CP034517.1| Eukaryotic synthetic construct chromosome 14,CP034492,553.117,417.0,89.92805755395683,False
k141_46616,802,49.0,97.13216957605984,"Microbacterium oxydans strain VIU2A chromosome, complete genome",CP031338,1388.98,777.0,99.61389961389962,True
k141_6472,374,49.0,81.28342245989305,Eukaryotic synthetic construct chromosome 13,CP034516,517.951,299.0,98.3277591973244,False
k141_76890,660,50.0,84.24242424242425,"Moraxella osloensis strain MOXF1 chromosome, complete genome",CP040257,981.417,556.0,99.10071942446044,True
k141_76891,431,50.0,72.15777262180974,"Mycobacterium simiae JCM 12377 DNA, complete genome",AP022568,517.05,311.0,96.78456591639872,False
k141_87886,2377,50.0,97.4758098443416,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,4049.85,2317.0,98.79154078549848,True
k141_76897,511,50.0,91.78082191780824,"Moraxella osloensis strain MOXF1 chromosome, complete genome",CP040257,783.948,469.0,97.01492537313432,True
k141_76898,406,50.0,89.65517241379311,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,644.187,364.0,99.17582417582418,True
k141_76908,787,50.0,94.53621346886912,"Moraxella osloensis strain MOXF1 chromosome, complete genome",CP040257,1218.56,700.0,98.57142857142856,True
k141_76913,444,50.0,90.31531531531532,"Moraxella osloensis strain CCUG 350 chromosome, complete genome",CP014234,688.37,401.0,98.00498753117208,True
k141_36802,1499,50.0,90.79386257505004,"Moraxella osloensis strain CCUG 350 chromosome, complete genome",CP014234,2287.06,1360.0,97.27941176470588,True
k141_117640,397,47.0,35.012594458438286,Staphylococcus aureus strain SA112 chromosome,CP020553,107.685,66.0,96.96969696969695,True
k141_76921,641,49.0,93.29173166926677,"Moraxella osloensis strain FDAARGOS_1130 chromosome, complete genome",CP068109,930.923,598.0,94.48160535117056,True
k141_36810,558,50.0,95.3405017921147,"Moraxella osloensis strain TT16 chromosome, complete genome",CP024185,801.982,489.0,96.31901840490798,True
k141_76926,438,50.0,90.18264840182648,"Moraxella osloensis strain TT16 plasmid p1, complete sequence",CP024186,592.791,395.0,93.41772151898734,True
k141_36815,336,50.0,100.0,"Ralstonia pickettii strain FDAARGOS_1535 chromosome 1, complete sequence",CP084359,413.356,261.0,95.0191570881226,True
k141_76929,344,50.0,87.5,"Moraxella osloensis strain KSH chromosome, complete genome",CP024180,539.592,301.0,99.66777408637874,True
k141_76931,851,50.0,92.47943595769682,"Moraxella osloensis strain MOXF1 chromosome, complete genome",CP040257,1368.24,787.0,98.60228716645489,True
k141_76932,325,50.0,86.76923076923077,"Moraxella osloensis strain MOXF1 chromosome, complete genome",CP040257,496.311,282.0,98.93617021276596,True
k141_76940,471,50.0,90.87048832271762,"Moraxella osloensis strain TT16 chromosome, complete genome",CP024185,517.05,326.0,95.0920245398773,True
k141_36828,1017,49.0,90.26548672566372,"Cutibacterium acnes SZ2 DNA, complete genome",AP022845,1656.78,918.0,100.0,False
k141_76947,468,18.0,92.52136752136752,"Moraxella osloensis strain FLMOS1 chromosome, complete genome",CP083409,624.35,395.0,95.18987341772151,True
k141_76949,394,50.0,89.08629441624366,"Moraxella osloensis strain TT16 chromosome, complete genome",CP024185,589.185,351.0,97.15099715099716,True
k141_87936,805,50.0,100.0,"Mycobacterium intracellulare subsp. chimaera strain AUSMDU00007395 chromosome, complete genome",CP045963,1327.66,743.0,99.59623149394348,False
k141_36842,903,43.0,10.188261351052049,"Ralstonia solanacearum genome assembly 9 genomes, chromosome : VII",LN899825,78.8312,98.0,79.59183673469387,False
k141_87947,412,49.0,92.71844660194176,"Cutibacterium acnes DSM 1897 chromosome, complete genome",CP025934,667.631,382.0,98.6910994764398,False
k141_36848,649,43.0,26.04006163328197,"Ralstonia solanacearum genome assembly 9 genomes, chromosome : IX",LN899827,84.2413,96.0,81.25,True
k141_25915,304,49.0,88.8157894736842,Cutibacterium acnes strain A1-14 chromosome,CP013693,468.359,264.0,99.24242424242424,False
k141_87961,934,50.0,96.1456102783726,"Microbacterium oxydans strain VIU2A chromosome, complete genome",CP031338,1562.1,898.0,98.55233853006682,True
k141_76952,11431,50.0,99.32639314145744,"Priestia megaterium NCT-2 chromosome, complete genome",CP032527,19673.3,11383.0,98.32205921110427,False
k141_76953,1121,49.0,87.24353256021409,"Methylomusa anaerophila DNA, complete genome",AP018449,161.786,289.0,72.31833910034602,False
k141_76956,553,45.0,96.74502712477396,"Moraxella osloensis strain MOXF1 chromosome, complete genome",CP040257,893.954,510.0,98.82352941176472,True
k141_36859,653,46.0,59.41807044410413,Bacterium BFN5 strain BFN5 chromosome,CP053389,86.0446,201.0,70.14925373134328,False
k141_97256,444,50.0,100.0,"Corynebacterium singulare strain IBS B52218, complete genome",CP010827,378.19,399.0,80.95238095238095,True
k141_36865,626,50.0,93.9297124600639,"Sporomusa termitida strain DSM 4440 chromosome, complete genome",CP036259,140.146,446.0,67.26457399103138,False
k141_87987,390,0.0,0.0,,,,,,False
k141_76967,469,49.0,89.76545842217485,"Homo sapiens DNA, chromosome 19, nearly complete genome",AP023479,711.814,421.0,97.624703087886,False
k141_36870,423,50.0,86.99763593380615,"Moorella sp. Hama-1 DNA, complete genome",AP024620,86.0446,116.0,77.58620689655173,False
k141_87991,844,49.0,95.49763033175356,"Cutibacterium acnes SZ2 DNA, complete genome",AP022845,1453.0,805.0,100.0,False
k141_76971,306,0.0,0.0,,,,,,False
k141_97265,349,50.0,98.8538681948424,"Bacterium ARSSAG-00001406 DNA, putative prophage region, clone: 00001406_pp1",LC662897,114.899,63.0,100.0,False
k141_117672,727,0.0,0.0,,,,,,False
k141_76976,1342,50.0,96.79582712369596,"Moraxella osloensis strain CCUG 350 chromosome, complete genome",CP014234,2082.37,1299.0,95.53502694380292,True
k141_16325,806,50.0,85.73200992555832,"Priestia megaterium strain BHS1 chromosome, complete genome",CP058255,1114.87,691.0,95.80318379160636,False
k141_76977,741,49.0,93.52226720647774,Ralstonia pickettii strain FDAARGOS_1535 chromosome 2,CP084360,1251.02,693.0,100.0,True
k141_36875,750,43.0,12.4,"Ralstonia solanacearum genome assembly 9 genomes, chromosome : IX",LN899827,79.7328,102.0,79.41176470588235,False
k141_117679,736,50.0,95.5163043478261,"Pseudomonas oryzihabitans strain FDAARGOS_657 chromosome, complete genome",CP044074,1160.85,703.0,96.58605974395448,True
k141_117680,499,49.0,95.79158316633269,"Homo sapiens chromosome 5 clone CTD-2137I20, complete sequence",AC125787,688.37,466.0,92.7038626609442,False
k141_76984,304,50.0,62.17105263157895,"Staphylococcus pasteuri strain 3C chromosome, complete genome",CP031280,334.91,185.0,100.0,True
k141_76985,392,50.0,65.3061224489796,"Mycobacterium simiae JCM 12377 DNA, complete genome",AP022568,440.407,256.0,98.046875,False
k141_117686,1052,49.0,63.30798479087453,"MAG: Austwickia sp. isolate Fred_18-Q3-R57-64_BATAC.85v2 chromosome, complete genome",CP064985,535.985,636.0,78.77358490566037,False
k141_36883,460,49.0,58.26086956521739,"Ralstonia pickettii strain FDAARGOS_1535 chromosome 1, complete sequence",CP084359,284.415,192.0,92.70833333333331,True
k141_76995,1198,50.0,97.07846410684472,"Moraxella osloensis strain FDAARGOS_1130 chromosome, complete genome",CP068109,1481.85,1011.0,92.48269040553907,True
k141_117695,911,49.0,96.377607025247,"Cutibacterium acnes SZ2 DNA, complete genome",AP022845,1562.1,878.0,99.43052391799544,False
k141_88008,2740,0.0,0.0,,,,,,False
k141_77001,397,48.0,43.576826196473554,"Ypsolopha sequella genome assembly, chromosome: 10",OW203993,55.3874,59.0,81.35593220338983,False
k141_107237,445,50.0,100.0,"Mycobacterium simiae JCM 12377 DNA, complete genome",AP022568,548.609,371.0,92.722371967655,False
k141_88013,792,50.0,99.74747474747475,"Janibacter sp. CX7 chromosome, complete genome",CP101464,287.12,752.0,69.14893617021276,False
k141_97287,329,49.0,90.27355623100304,Homo sapiens isolate CHM13 chromosome 22,CP068256,535.083,296.0,100.0,False
k141_97292,585,50.0,88.37606837606837,"Moraxella osloensis strain TT16 chromosome, complete genome",CP024185,879.527,517.0,97.678916827853,True
k141_66344,1484,47.0,95.35040431266846,"Pseudomonas aeruginosa strain GIMC5021:PA52Ts17, complete sequence",CP051770,2548.54,1415.0,99.92932862190813,True
k141_88014,4358,50.0,97.72831574116567,"Priestia megaterium strain 207 chromosome, complete genome",CP109859,7469.94,4259.0,98.89645456679972,False
k141_36914,745,50.0,90.46979865771812,"Moraxella osloensis strain CCUG 350 chromosome, complete genome",CP014234,1131.1,674.0,97.18100890207717,True
k141_36919,1042,23.0,32.05374280230326,"Brevibacillus choshinensis strain HPD31-SP3 chromosome, complete genome",CP069127,60.7975,113.0,71.68141592920354,False
k141_25953,667,50.0,100.0,"Dietzia psychralcaliphila strain ILA-1 chromosome, complete genome",CP015453,1042.73,610.0,97.8688524590164,False
k141_25954,1008,49.0,94.64285714285714,"Pseudomonas oryzihabitans strain FDAARGOS_657 chromosome, complete genome",CP044074,1532.35,954.0,95.59748427672956,True
k141_36922,694,50.0,100.0,Ralstonia pickettii strain FDAARGOS_1535 chromosome 2,CP084360,1160.85,643.0,100.0,True
k141_16362,855,50.0,100.0,"Moraxella osloensis strain TT16 chromosome, complete genome",CP024185,1357.42,787.0,98.22109275730622,True
k141_16365,1428,0.0,0.0,,,,,,False
k141_36923,4418,50.0,48.68718877320055,Bacterium BFN5 strain BFN5 chromosome,CP053389,198.755,1021.0,65.13222331047992,False
k141_117698,655,49.0,94.9618320610687,"Cutibacterium acnes subsp. acnes strain NBRC 113869 chromosome, complete genome",CP084017,1095.93,622.0,99.03536977491962,False
k141_36927,1749,50.0,68.3247570040023,"Methylomusa anaerophila DNA, complete genome",AP018449,325.893,975.0,67.58974358974359,False
k141_117700,358,49.0,100.0,"Cutibacterium acnes SZ2 DNA, complete genome",AP022845,582.873,325.0,99.6923076923077,False
k141_25979,326,50.0,99.079754601227,"Mycobacterium paraintracellulare JCM 30622 DNA, complete genome",AP022597,294.334,165.0,99.3939393939394,False
k141_36931,891,50.0,91.91919191919192,"MAG: Woronichinia naegeliana WA131 chromosome, complete genome",CP073041,214.084,615.0,68.130081300813,False
k141_117705,426,50.0,97.65258215962442,"MAG TPA_asm: Siphoviridae sp. isolate ct6P11, partial genome",BK048369,303.351,365.0,78.35616438356165,False
k141_25985,427,48.0,73.06791569086651,"Escherichia coli strain T7Express_LysY chromosome, complete genome",CP053597,559.429,312.0,99.67948717948718,False
k141_36934,1093,49.0,54.98627630375115,"Dehalobacter restrictus DSM 9455, complete genome",CP007033,281.71,397.0,76.0705289672544,False
k141_36935,552,43.0,15.217391304347826,"Ralstonia solanacearum genome assembly 9 genomes, chromosome : VII",LN899825,78.8312,83.0,83.13253012048193,True
k141_117709,740,42.0,96.2162162162162,"Bacillus freudenreichii strain NCTC4823 genome assembly, chromosome: 1",LR134328,1143.72,708.0,95.90395480225988,True
k141_36938,328,47.0,93.29268292682929,"Mycobacterium avium subsp. hominissuis JP-H-1 plasmid: p1-JPH1, complete sequence",AP020327,159.081,216.0,76.85185185185185,False
k141_36939,318,50.0,76.72955974842768,"Candidatus Desulfobacillus denitrificans DNA, complete genome",AP021857,269.087,241.0,84.64730290456431,False
k141_107268,582,27.0,32.81786941580756,Saccharothrix espanaensis DSM 44229 complete genome,HE804045,66.2076,71.0,80.28169014084507,False
k141_36942,925,49.0,96.32432432432432,"Propionibacterium acnes C1, complete genome",CP003877,1572.92,889.0,99.21259842519684,True
k141_36946,533,50.0,86.11632270168856,"Microbacterium foliorum strain M2 chromosome, complete genome",CP041040,829.033,459.0,100.0,True
k141_66404,367,49.0,100.0,"Cutibacterium acnes SZ2 DNA, complete genome",AP022845,601.808,333.0,100.0,False
k141_6483,416,47.0,87.74038461538461,Homo sapiens isolate CHM13 chromosome 17,CP068261,557.626,336.0,96.72619047619048,False
k141_36951,366,3.0,26.775956284153004,"Salmonella phage KNP6, complete genome",NC_052992,48.1739,26.0,100.0,False
k141_26014,908,50.0,89.09691629955947,Ralstonia pickettii strain FDAARGOS_1535 chromosome 2,CP084360,1407.01,807.0,98.636926889715,True
k141_46668,1143,34.0,95.8005249343832,"Moraxella osloensis strain FDAARGOS_1130 chromosome, complete genome",CP068109,1787.52,1095.0,96.16438356164385,True
k141_26018,434,50.0,80.18433179723502,Mycobacterium intracellulare M.i.198,AP024265,489.098,273.0,99.63369963369964,False
k141_36955,538,50.0,97.76951672862454,"Moraxella osloensis DNA, complete genome, strain: KMC41",AP017381,736.159,440.0,97.04545454545456,True
k141_26024,427,50.0,88.05620608899298,"Mycolicibacter terrae JCM 12143 DNA, complete genome",AP022564,523.362,342.0,93.859649122807,False
k141_36963,1460,49.0,95.2054794520548,"Dietzia psychralcaliphila strain ILA-1 chromosome, complete genome",CP015453,1719.9,1443.0,86.41718641718641,False
k141_36967,444,50.0,100.0,"Ralstonia mannitolilytica strain SN82F48 plasmid pRMAN01, complete sequence",CP010801,556.724,308.0,100.0,True
k141_36969,306,50.0,73.52941176470588,"Corynebacterium lizhenjunii strain ZJ-599 chromosome, complete genome",CP064954,274.497,219.0,87.67123287671232,True
k141_36972,9066,50.0,99.49260975071697,"Priestia megaterium strain KF18 chromosome, complete genome",CP085442,8277.85,7230.0,85.2420470262794,False
k141_117752,359,50.0,99.44289693593316,"Ralstonia insidiosa strain 15-1563-3 plasmid pB1901, complete sequence",CP093305,508.033,281.0,100.0,True
k141_77068,1011,50.0,96.14243323442136,"Microbacterium foliorum strain M2 chromosome, complete genome",CP041040,1671.21,971.0,98.14624098867148,True
k141_36988,644,49.0,98.6024844720497,Mycolicibacterium fluoranthenivorans strain 2A plasmid unnamed2,CP059893,529.673,616.0,79.05844155844156,False
k141_77082,465,50.0,94.40860215053765,"Phreatobacter cathodiphilus strain S-12 chromosome, complete genome",CP027668,364.665,379.0,81.2664907651715,False
k141_77084,804,50.0,89.05472636815921,"Pseudomonas psychrotolerans strain YY7 chromosome, complete genome",CP102428,1238.4,716.0,98.32402234636872,True
k141_77088,307,50.0,72.63843648208469,"Mycobacterium simiae JCM 12377 DNA, complete genome",AP022568,394.421,223.0,99.10313901345292,False
k141_26061,407,49.0,17.69041769041769,"Ralstonia solanacearum genome assembly 9 genomes, chromosome : II",LN899820,68.0109,44.0,95.45454545454544,True
k141_36999,594,48.0,81.31313131313131,"Bos taurus genome assembly, chromosome: Y",LR962769,810.097,481.0,97.29729729729728,False
k141_16439,475,50.0,98.73684210526316,"Mycobacteroides abscessus subsp. massiliense strain GD01B chromosome, complete genome",CP035924,770.423,434.0,99.30875576036868,False
k141_107305,383,49.0,100.0,"Cutibacterium acnes KPA171202 chromosome, complete genome",CP025935,634.269,351.0,100.0,False
k141_56531,1414,50.0,96.67609618104667,"Pseudomonas sp. MPDS chromosome, complete genome",CP054128,1005.76,1370.0,76.4963503649635,False
k141_77111,308,49.0,24.675324675324678,"Ralstonia solanacearum genome assembly 9 genomes, chromosome : V",LN899823,67.1093,79.0,82.27848101265823,True
k141_16447,1441,49.0,96.73837612768912,"Moraxella osloensis strain TT16 chromosome, complete genome",CP024185,2271.73,1394.0,96.12625538020086,True
k141_107327,626,50.0,84.34504792332268,"Microbacterium sp. PAMC22086 chromosome, complete genome",CP080380,924.611,527.0,98.86148007590133,True
k141_26083,589,50.0,99.660441426146,"Microbacterium foliorum strain M2 chromosome, complete genome",CP041040,870.51,559.0,94.63327370304114,True
k141_6489,512,49.0,88.671875,"Homo sapiens migration and invasion inhibitory protein (MIIP), RefSeqGene on chromosome 1",NG_030022,744.274,437.0,97.7116704805492,False
k141_6495,324,50.0,70.06172839506173,"Pantoea agglomerans strain FDAARGOS 1447 chromosome, complete genome",CP077366,227.609,133.0,97.74436090225564,False
k141_56535,883,50.0,6.795016987542469,"Ralstonia solanacearum genome assembly 9 genomes, chromosome : IX",LN899827,72.5194,44.0,97.72727272727272,True
k141_88088,739,50.0,98.91745602165088,Mycobacterium intracellulare subsp. yongonense strain Asan 36527 chromosome,CP015965,1245.61,700.0,99.42857142857144,False
k141_56544,903,50.0,89.25802879291251,"Mycobacterium intracellulare strain FLAC0181, complete genome",CP023149,1355.62,771.0,98.96238651102465,False
k141_107338,7543,50.0,99.54925096115603,"Mycobacterium intracellulare strain S2-11 chromosome, complete genome",CP076379,13110.9,7332.0,99.65902891434808,False
k141_46783,586,50.0,80.20477815699658,"Ralstonia pickettii strain FDAARGOS_1535 chromosome 1, complete sequence",CP084359,847.066,469.0,100.0,True
k141_6529,502,50.0,86.65338645418326,"Homo sapiens DNA, sequence_id: unplaced_0071",AP023556,575.659,421.0,90.49881235154396,False
k141_46792,382,50.0,82.46073298429319,"Pan troglodytes BAC clone CH251-547O12 from chromosome 6, complete sequence",AC163737,366.468,301.0,87.04318936877077,False
k141_88111,301,49.0,89.03654485049834,"Cutibacterium acnes SZ2 DNA, complete genome",AP022845,482.786,267.0,100.0,False
k141_107343,590,50.0,11.864406779661016,"Ralstonia solanacearum genome assembly 9 genomes, chromosome : VIII",LN899826,68.9126,47.0,93.61702127659576,True
k141_16510,414,49.0,99.51690821256038,"Cutibacterium acnes SZ2 DNA, complete genome",AP022845,673.943,378.0,99.47089947089948,False
k141_16513,361,47.0,89.19667590027701,"Homo sapiens BAC clone RP11-419M24 from 7, complete sequence",AC092647,466.555,307.0,94.13680781758956,False
k141_16515,562,50.0,86.47686832740213,"Microbacterium foliorum strain M2 chromosome, complete genome",CP041040,859.69,486.0,99.17695473251028,True
k141_97364,352,32.0,91.47727272727272,"Staphylococcus pasteuri strain JS7 chromosome, complete genome",CP017463,375.485,210.0,99.52380952380952,True
k141_6551,368,40.0,58.42391304347826,"Escherichia phage Lambda_ev017 genome assembly, chromosome: 1 >gi|1779414215|emb|LR597643.1| Escherichia phage Lambda_ev017 genome assembly, chromosome: 1",NC_049948,61.6992,80.0,78.75,False
k141_37037,828,49.0,93.35748792270532,Ralstonia pickettii strain FDAARGOS_1535 chromosome 2,CP084360,1389.88,770.0,100.0,True
k141_46821,876,50.0,99.42922374429224,"Mycobacterium sp. IDR2000157661 plasmid p20-157661, complete sequence",CP081005,267.283,840.0,67.73809523809524,False
k141_16530,527,50.0,93.16888045540796,"Corynebacterium minutissimum strain NCTC10285 genome assembly, chromosome: 1",LR134339,678.451,490.0,90.81632653061224,True
k141_77213,308,50.0,89.6103896103896,"Aeromonas media strain K521 chromosome, complete genome",CP118993,476.474,276.0,98.18840579710144,False
k141_66528,2732,50.0,78.87994143484627,"Microbacterium sp. PAMC22086 chromosome, complete genome",CP080380,2816.35,2166.0,89.01200369344414,True
k141_16536,992,50.0,97.1774193548387,"Microbacterium foliorum strain M2 chromosome, complete genome",CP041040,1692.85,958.0,99.16492693110648,True
k141_6565,3427,50.0,98.68689816165742,"Mycobacterium virginiense strain DSM 100883 chromosome, complete genome",CP092430,3014.72,3372.0,79.92289442467379,False
